Tweet,Target,Stance,Opinion Towards,Sentiment
holy mary mother god pray sinner hour death amen #rosary #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
true fiction incapable kill anything #god #semst,Atheism,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
hooligan challenge everyone police must right frustration criminal face black white #police #semst,Atheism,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
station destination #life #islam #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
cover girl make lack deficiencie foundation see blend perfectly #semst,Atheism,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos
quite mistaken #semst,Atheism,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
every time arrive home constant awe much god love family better urs love life #blessed #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
crucify christ longer live christ live galatians #holybible #teamjesus #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
create heavens earth mere play quran #athiest #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
time posture pretending pontificate time #baltimore #baltimoreriots #semst,Atheism,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
jesus know bring far leave #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
appreciate almighty god wake diz beautiful day give brilliant idea grow #hustle #semst,Atheism,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
kip laughing shed tear know go hpn end #childofgod #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
everywhere still spirit today thee lil faith slap face lol #helives #love #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
allow life potter #iamtheclay #iamisthepotter #god #belief #christianity #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
many doctrine create christians could save face #truth #theology #semst,Atheism,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
love sahaba sign faith hate sahaba sign hypocrisy let respect sahaba #love #hypocrisy #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
holy mary mother god pray sinner hour death amen #rosary #teamjesus #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
evidence base thought foot plant ground superstition base thought #freethinker #semst,Atheism,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
call angel angel sing innocent may god bless #maryjaneveloso #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
god gap evidence #next #semst,Atheism,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
think life believe god add #semst,Atheism,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
two kind people earth believe magic miracle myth rational regard #semst,Atheism,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
esteem win abandon esteem give jesus scott sauls #esteem #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
purpose life provide clear concise answer question #islam #islam #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
know god always listen always answer maybe way hope way know good #prayerworks #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
framer constitution mean freedom religion freedom religion billy graham #quote #semst,Atheism,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
afraid wrong strong fight avoid face fact belief base fear compound #semst,Atheism,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
year ago today son take god fuck fuck much #semst,Atheism,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
every tree know fruit thorn man gather fig bramble bush gather grape luke #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
imagine live life get credit everything well get blame everything wrong #semst,Atheism,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
alittle cup #yougotit #semst,Atheism,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos
care everything concern feel free talk anything #god #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
mother complete need innovation #necessity #innovation #deen #islam #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
heart prayer city baltimore hope clarity resolution people city #semst,Atheism,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
bind rebuke demon jihad name jesus #semst,Atheism,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
